Stop No,NaPTAN,Latitude,Longitude
13816,8.91085E+11,54.17715386,-4.44578142
13817,8.91085E+11,54.17740301,-4.44738117
13818,8.91085E+11,54.17747293,-4.44724539
13901,8.91085E+11,54.17538105,-4.45705757
13902,8.91085E+11,54.17557018,-4.45710235
13903,8.91085E+11,54.17649872,-4.46045523
13904,8.91085E+11,54.17660319,-4.46039799
13905,8.91085E+11,54.17824674,-4.46474233
13906,8.91085E+11,54.1782418,-4.46385886
13907,8.91085E+11,54.1792477,-4.46907797
13908,8.91085E+11,54.1787531,-4.46703232
13909,8.91085E+11,54.17928354,-4.4675793
13910,8.91085E+11,54.18104013,-4.47020429
13911,8.91085E+11,54.18238286,-4.47158036
13912,8.91085E+11,54.18332109,-4.46929963
13913,8.91085E+11,54.18144847,-4.46463843
13914,8.91085E+11,54.17929366,-4.46327653
14801,8.91085E+11,54.25161165,-4.46333436
14802,8.91085E+11,54.25043834,-4.46320915
14803,8.91085E+11,54.29540633,-4.40573722
14804,8.91085E+11,54.29481696,-4.40564338
20101,8.91085E+11,54.15502963,-4.50099044
20102,8.91085E+11,54.15253355,-4.49955735
20103,8.91085E+11,54.15067519,-4.49621402
20104,8.91085E+11,54.14987435,-4.49118854
20106,8.91085E+11,54.15069347,-4.48374168
20107,8.91085E+11,54.15046332,-4.48108715
20108,8.91085E+11,54.14933194,-4.47822838
20112,8.91085E+11,54.16691487,-4.46067395
20113,8.91085E+11,54.16597,-4.46512791
20114,8.91085E+11,54.16423515,-4.46809361
20115,8.91085E+11,54.16280257,-4.470441
20116,8.91085E+11,54.16061721,-4.47378208
20117,8.91085E+11,54.15848451,-4.47580772
20118,8.91085E+11,54.15657616,-4.47727922
20119,8.91085E+11,54.15446519,-4.47797587
20120,8.91085E+11,54.15115135,-4.47774244
20121,8.91085E+11,54.15873405,-4.47978
20122,8.91085E+11,54.1616508,-4.48226917
20123,8.91085E+11,54.16454501,-4.48345193
20124,8.91085E+11,54.16280635,-4.48327745
20125,8.91085E+11,54.16093185,-4.48482892
20126,8.91085E+11,54.15748113,-4.48619674
20127,8.91085E+11,54.15616828,-4.48534052
20128,8.91085E+11,54.15499426,-4.48467953
20129,8.91085E+11,54.15266813,-4.48388539
20134,8.91085E+11,54.15687925,-4.49297881
20140,8.91085E+11,54.15618308,-4.48925443
20141,8.91085E+11,54.15514939,-4.48785952
20142,8.91085E+11,54.15171168,-4.48913471
20143,8.91085E+11,54.1509542,-4.48662826
20144,8.91085E+11,54.15371431,-4.48695002
20145,8.91085E+11,54.16037304,-4.48230495
20146,8.91085E+11,54.16227754,-4.47965312
20147,8.91085E+11,54.16331283,-4.47516531
20148,8.91085E+11,54.16482585,-4.47312557
20149,8.91085E+11,54.16641559,-4.47099006
20150,8.91085E+11,54.17057948,-4.46881119
20151,8.91085E+11,54.15953002,-4.47777574
20152,8.91085E+11,54.15857029,-4.47889173
20153,8.91085E+11,54.1666144,-4.48070926
20154,8.91085E+11,54.16845675,-4.4766057
20155,8.91085E+11,54.16928779,-4.47442285
20156,8.91085E+11,54.1700272,-4.47245845
20157,8.91085E+11,54.17067217,-4.47082759
20158,8.91085E+11,54.14652256,-4.48338085
20159,8.91085E+11,54.15702643,-4.49410674
20160,8.91085E+11,54.14884425,-4.48725076
20161,8.91085E+11,54.14923198,-4.48229866
20162,8.91085E+11,54.14952567,-4.48630737
20164,8.91085E+11,54.14926076,-4.4754441
20166,8.91085E+11,54.1569473,-4.49422069
20167,8.91085E+11,54.15336972,-4.4886429
20168,8.91085E+11,54.15060937,-4.49974598
00146,8.91085E+11,54.161055,-4.486543
00147,8.91085E+11,54.163912,-4.484054
00212,8.91085E+11,54.152189,-4.508938
00624,8.91085E+11,54.078528,-4.656419
00625,8.91085E+11,54.078561,-4.657077
00627,8.91085E+11,54.079252,-4.660688
00714,8.91085E+11,54.099067,-4.684482
00715,8.91085E+11,54.110941,-4.681999
00800,8.91085E+11,54.084655,-4.756092
00814,8.91085E+11,54.092801,-4.76347
00815,8.91085E+11,54.083937,-4.742091
00816,8.91085E+11,54.083929,-4.742809
00817,8.91085E+11,54.084673,-4.755465
01806,8.91085E+11,54.17339,-4.503642
02443,8.91085E+11,54.220813,-4.677843
02445,8.91085E+11,54.226727,-4.676706
02446,8.91085E+11,54.222909,-4.676501
02448,8.91085E+11,,
03432,8.91085E+11,54.23743,-4.408456
03433,8.91085E+11,54.235158,-4.407133
03434,8.91085E+11,54.234083,-4.406447
03715,8.91085E+11,54.289732,-4.370158
03716,8.91085E+11,54.289759,-4.370028
03717,8.91085E+11,54.28547,-4.371111
03718,8.91085E+11,54.285599,-4.370925
03848,8.91085E+11,54.321225,-4.386742
03849,8.91085E+11,54.319852,-4.387701
03850,8.91085E+11,54.316866,-4.388414
03851,8.91085E+11,54.315286,-4.389222
03852,8.91085E+11,54.315993,-4.391757
03853,8.91085E+11,54.317079,-4.39021
03854,8.91085E+11,54.317995,-4.388173
03855,8.91085E+11,54.31898,-4.388043
03856,8.91085E+11,54.320782,-4.387248
03857,8.91085E+11,54.322778,-4.393889
03858,8.91085E+11,54.322778,-4.396667
03859,8.91085E+11,54.322072,-4.398076
03864,8.91085E+11,54.333889,-4.389591
03865,8.91085E+11,54.333019,-4.389903
03866,8.91085E+11,54.333067,-4.392088
03867,8.91085E+11,54.333793,-4.39061
03868,8.91085E+11,54.334978,-4.390804
03873,8.91085E+11,54.328777,-4.401379
03874,8.91085E+11,54.328145,-4.400136
03875,8.91085E+11,54.328431,-4.397771
03877,8.91085E+11,54.323154,-4.386096
03878,8.91085E+11,54.323292,-4.386409
03879,8.91085E+11,54.322749,-4.383568
03881,8.91085E+11,54.32225,-4.381926
03882,8.91085E+11,54.32287,-4.384794
03904,8.91085E+11,54.301477,-4.354912
03907,8.91085E+11,54.292629,-4.341839
03908,8.91085E+11,54.287654,-4.338374
03909,8.91085E+11,54.298834,-4.318464
03910,8.91085E+11,54.308295,-4.349196
04001,8.91085E+11,54.377082,-4.392836
04002,8.91085E+11,54.37719,-4.392822
04003,8.91085E+11,54.380797,-4.391533
04004,8.91085E+11,54.380835,-4.391824
04005,8.91085E+11,54.382907,-4.390012
04006,8.91085E+11,54.382761,-4.3899
04008,8.91085E+11,54.380573,-4.389777
04101,8.91085E+11,54.363023,-4.453991
04102,8.91085E+11,54.36293,-4.454088
04103,8.91085E+11,54.36781216,-4.44380808
04104,8.91085E+11,54.36822,-4.44301
04105,8.91085E+11,54.37076022,-4.44050621
04106,8.91085E+11,54.37072885,-4.4403547
04107,8.91085E+11,54.38712192,-4.44625398
04108,8.91085E+11,54.38640943,-4.45014782
04111,8.91085E+11,54.364962,-4.43767
04112,8.91085E+11,54.36508,-4.437772
04203,8.91085E+11,54.358972,-4.522272
04403,8.91085E+11,54.34473,-4.42029
04404,8.91085E+11,54.354,-4.41154
07103,8.91085E+11,54.204061,-4.689009
07104,8.91085E+11,54.204133,-4.689023
07105,8.91085E+11,54.208339,-4.694158
07106,8.91085E+11,54.208302,-4.694279
07107,8.91085E+11,54.202153,-4.695283
07108,8.91085E+11,54.20356,-4.69477
10209,8.91085E+11,54.149474,-4.506061
10210,8.91085E+11,54.14974,-4.503459
10713,8.91085E+11,54.104472,-4.70316
11101,8.91085E+11,54.185066,-4.498022
11103,8.91085E+11,54.183083,-4.506657
11105,8.91085E+11,54.188044,-4.511057
11107,8.91085E+11,54.209835,-4.516867
11109,8.91085E+11,54.217512,-4.518634
11111,8.91085E+11,54.198829,-4.526033
11401,8.91085E+11,54.158167,-4.638142
11402,8.91085E+11,54.157463,-4.638448
11403,8.91085E+11,54.147145,-4.638473
11404,8.91085E+11,54.147037,-4.63847
11405,8.91085E+11,54.131162,-4.638777
11406,8.91085E+11,54.127788,-4.639603
11407,8.91085E+11,54.122882,-4.640769
11408,8.91085E+11,54.122605,-4.64086
12902,8.91085E+11,54.13491263,-4.51967848
12903,8.91085E+11,54.13227121,-4.53067885
12904,8.91085E+11,54.13015796,-4.53881556
12905,8.91085E+11,54.12466132,-4.5339857
12906,8.91085E+11,54.12833429,-4.52322247
13101,8.91085E+11,54.168677,-4.488489
13102,8.91085E+11,54.168811,-4.488394
13103,8.91085E+11,54.167112,-4.490576
13104,8.91085E+11,54.167115,-4.490764
13105,8.91085E+11,54.167439,-4.49311
13106,8.91085E+11,54.167483,-4.493133
13110,8.91085E+11,54.168688,-4.495205
13111,8.91085E+11,54.166822,-4.488143
13112,8.91085E+11,54.166749,-4.487995
13201,8.91085E+11,54.169983,-4.434166
13202,8.91085E+11,54.169993,-4.434217
13204,8.91085E+11,54.1774233,-4.42635728
13308,8.91085E+11,54.170752,-4.439598
14601,8.91085E+11,54.33949308,-4.4608887
14602,8.91085E+11,54.34045767,-4.46780997
14603,8.91085E+11,54.34057346,-4.47078673
14604,8.91085E+11,54.33988777,-4.46327372
14605,8.91085E+11,54.34009184,-4.46574184
14606,8.91085E+11,54.3407826,-4.47106348
17401,8.91085E+11,54.14866563,-4.6873164
17402,8.91085E+11,54.13785082,-4.70915722
20109,8.91085E+11,54.14853427,-4.47406319
20130,8.91085E+11,54.164584,-4.405041
20131,8.91085E+11,54.16327,-4.487448
20132,8.91085E+11,54.161842,-4.489599
20133,8.91085E+11,54.158681,-4.492496
20135,8.91085E+11,54.155817,-4.496131
20136,8.91085E+11,54.155023,-4.499557
20137,8.91085E+11,54.155128,-4.4962
20138,8.91085E+11,54.15525,-4.493984
20139,8.91085E+11,54.155818,-4.492349
20163,8.91085E+11,54.14842032,-4.4809623
20165,8.91085E+11,54.16175,-4.48754
40001,8.91085E+11,54.147975,-4.486242
40002,8.91085E+11,54.126432,-4.538455
40003,8.91085E+11,54.118268,-4.584145
40004,8.91085E+11,54.096112,-4.6288
40005,8.91085E+11,54.088088,-4.642529
40006,8.91085E+11,54.078846,-4.648706
40007,8.91085E+11,54.091535,-4.674254
40008,8.91085E+11,54.094544,-4.704111
40009,8.91085E+11,54.091636,-4.721108
40010,8.91085E+11,54.080728,-4.743191
40011,8.91085E+11,54.084975,-4.757081
40021,8.91085E+11,54.084975,-4.757081
40022,8.91085E+11,54.080728,-4.743191
40023,8.91085E+11,54.091636,-4.721108
40024,8.91085E+11,54.094544,-4.704111
40025,8.91085E+11,54.091535,-4.674254
40026,8.91085E+11,54.078846,-4.648706
40027,8.91085E+11,54.088088,-4.642529
40028,8.91085E+11,54.096112,-4.6288
40029,8.91085E+11,54.118268,-4.584145
40030,8.91085E+11,54.126432,-4.538455
40031,8.91085E+11,54.147975,-4.486242
40101,8.91085E+11,54.153252,-4.493915
40102,8.91085E+11,54.176949,-4.467018
40103,8.91085E+11,54.216926,-4.68495
40104,8.91085E+11,54.075178,-4.661307
40105,8.91085E+11,54.320693,-4.392185
40106,8.91085E+11,54.151992,-4.503858
40121,8.91085E+11,54.163075,-4.48471
40124,8.91085E+11,54.2018,-4.640953
40125,8.91085E+11,54.221348,-4.683918
40126,8.91085E+11,54.180568,-4.461951
40127,8.91085E+11,54.154563,-4.529145
40128,8.91085E+11,54.312424,-4.544874
40129,8.91085E+11,54.169492,-4.635196
40130,8.91085E+11,54.358549,-4.517913
40131,8.91085E+11,54.143242,-4.51382
40132,8.91085E+11,54.176597,-4.555616
40133,8.91085E+11,54.085124,-4.743141
40134,8.91085E+11,54.078286,-4.740692
40135,8.91085E+11,54.155658,-4.518692
40136,8.91085E+11,54.155658,-4.518692
40137,8.91085E+11,54.319486,-4.490442
40138,8.91085E+11,54.16174816,-4.48748408
50001,8.91085E+11,54.1671,-4.4606
50002,8.91085E+11,54.1671,-4.4529
50003,8.91085E+11,54.1682,-4.4485
50004,8.91085E+11,54.1707,-4.445
50005,8.91085E+11,54.1709,-4.4424
50006,8.91085E+11,54.1701,-4.4374
50007,8.91085E+11,54.17,-4.4341
50008,8.91085E+11,54.1717,-4.4255
50009,8.91085E+11,54.1773,-4.4264
50010,8.91085E+11,54.1782,-4.4306
50011,8.91085E+11,54.1845,-4.4279
50012,8.91085E+11,54.1939,-4.4243
50013,8.91085E+11,54.1967,-4.4198
50014,8.91085E+11,54.1975,-4.4174
50015,8.91085E+11,54.2024,-4.4123
50016,8.91085E+11,54.207,-4.4102
50017,8.91085E+11,54.2074,-4.4068
50018,8.91085E+11,54.2134,-4.4058
50019,8.91085E+11,54.2211,-4.399
50020,8.91085E+11,54.2225,-4.3968
50021,8.91085E+11,54.2247,-4.3945
50022,8.91085E+11,54.2303,-4.4037
50023,8.91085E+11,54.2321,-4.4055
50024,8.91085E+11,54.2337,-4.406
50025,8.91085E+11,54.2296,-4.3951
50026,8.91085E+11,54.2281,-4.3887
50027,8.91085E+11,54.2314,-4.3782
50028,8.91085E+11,54.2416,-4.3733
50029,8.91085E+11,54.2498,-4.3769
50030,8.91085E+11,54.2516,-4.3753
50031,8.91085E+11,54.2542,-4.3722
50032,8.91085E+11,54.2558,-4.3716
50033,8.91085E+11,54.258,-4.3716
50034,8.91085E+11,54.2595,-4.3719
50035,8.91085E+11,54.2625,-4.3758
50036,8.91085E+11,54.2644,-4.3784
50037,8.91085E+11,54.267,-4.3774
50038,8.91085E+11,54.2687,-4.3765
50039,8.91085E+11,54.2702,-4.3759
50040,8.91085E+11,54.2716,-4.3752
50041,8.91085E+11,54.2741,-4.3751
50042,8.91085E+11,54.2776,-4.3734
50043,8.91085E+11,54.2793,-4.3695
50044,8.91085E+11,54.2804,-4.3649
50045,8.91085E+11,54.2832,-4.3572
50046,8.91085E+11,54.2809,-4.3528
50047,8.91085E+11,54.2783,-4.3458
50048,8.91085E+11,54.2799,-4.3394
50049,8.91085E+11,54.2825,-4.335
50050,8.91085E+11,54.2851,-4.3354
50051,8.91085E+11,54.2888,-4.3362
50052,8.91085E+11,54.2933,-4.3409
50053,8.91085E+11,54.2975,-4.3463
50054,8.91085E+11,54.3021,-4.3522
50055,8.91085E+11,54.3096,-4.3611
50056,8.91085E+11,54.3135,-4.3733
50057,8.91085E+11,54.3154,-4.3762
50058,8.91085E+11,54.3166,-4.3762
50059,8.91085E+11,54.3178,-4.3775
50060,8.91085E+11,54.32,-4.381
50101,8.91085E+11,54.32,-4.381
50102,8.91085E+11,54.3178,-4.3775
50103,8.91085E+11,54.3166,-4.3762
50104,8.91085E+11,54.3154,-4.3762
50105,8.91085E+11,54.3135,-4.3733
50106,8.91085E+11,54.3096,-4.3611
50107,8.91085E+11,54.3021,-4.3522
50108,8.91085E+11,54.2975,-4.3463
50109,8.91085E+11,54.2933,-4.3409
50110,8.91085E+11,54.2888,-4.3362
50111,8.91085E+11,54.2851,-4.3354
50112,8.91085E+11,54.2825,-4.335
50113,8.91085E+11,54.2799,-4.3394
50114,8.91085E+11,54.2783,-4.3458
50115,8.91085E+11,54.2809,-4.3528
50116,8.91085E+11,54.2832,-4.3572
50117,8.91085E+11,54.2804,-4.3649
50118,8.91085E+11,54.2793,-4.3695
50119,8.91085E+11,54.2776,-4.3734
50120,8.91085E+11,54.2741,-4.3751
50121,8.91085E+11,54.2716,-4.3752
50122,8.91085E+11,54.2702,-4.3759
50123,8.91085E+11,54.2687,-4.3765
50124,8.91085E+11,54.267,-4.3774
50125,8.91085E+11,54.2644,-4.3784
50126,8.91085E+11,54.2625,-4.3758
50127,8.91085E+11,54.2595,-4.3719
50128,8.91085E+11,54.258,-4.3716
50129,8.91085E+11,54.2558,-4.3716
50130,8.91085E+11,54.2542,-4.3722
50131,8.91085E+11,54.2516,-4.3753
50132,8.91085E+11,54.2498,-4.3769
50133,8.91085E+11,54.2416,-4.3733
50134,8.91085E+11,54.2314,-4.3782
50135,8.91085E+11,54.2281,-4.3887
50136,8.91085E+11,54.2296,-4.3951
50137,8.91085E+11,54.2337,-4.406
50138,8.91085E+11,54.2318,-4.4055
50139,8.91085E+11,54.2303,-4.4037
50140,8.91085E+11,54.2247,-4.3945
50141,8.91085E+11,54.2225,-4.3968
50142,8.91085E+11,54.2211,-4.399
50143,8.91085E+11,54.2134,-4.4058
50144,8.91085E+11,54.2074,-4.4068
50145,8.91085E+11,54.207,-4.4102
50146,8.91085E+11,54.2024,-4.4123
50147,8.91085E+11,54.1975,-4.4174
50148,8.91085E+11,54.1967,-4.4198
50149,8.91085E+11,54.1939,-4.4243
50150,8.91085E+11,54.1845,-4.4279
50151,8.91085E+11,54.1782,-4.4306
50152,8.91085E+11,54.1773,-4.4264
50153,8.91085E+11,54.1717,-4.4255
50154,8.91085E+11,54.17,-4.4341
50155,8.91085E+11,54.1701,-4.4374
50156,8.91085E+11,54.1709,-4.4424
50157,8.91085E+11,54.1707,-4.445
50158,8.91085E+11,54.1682,-4.4485
50159,8.91085E+11,54.1671,-4.4529
50160,8.91085E+11,54.1671,-4.4606
50171,8.91085E+11,54.251324,-4.46341
50172,8.91085E+11,54.262091,-4.462981
60001,8.91085E+11,54.1672,-4.460629
60002,8.91085E+11,54.166028,-4.465134
60003,8.91085E+11,54.164231,-4.468174
60004,8.91085E+11,54.162871,-4.470438
60005,8.91085E+11,54.160672,-4.473857
60006,8.91085E+11,54.158497,-4.475888
60007,8.91085E+11,,
60008,8.91085E+11,,
60009,8.91085E+11,,
60010,8.91085E+11,,
60021,8.91085E+11,,
60022,8.91085E+11,,
60023,8.91085E+11,,
60024,8.91085E+11,,
60025,8.91085E+11,,
60026,8.91085E+11,,
60027,8.91085E+11,54.160222,-4.474396
60028,8.91085E+11,54.162679,-4.470897
60029,8.91085E+11,54.164252,-4.468197
60030,8.91085E+11,54.166345,-4.464062
60031,8.91085E+11,54.1672,-4.460629
,SMR Mobitech,54.23354,-4.406397
,SMR Mobitech,54.232708,-4.40572
,SMR Mobitech,54.236958,-4.41054
,SMR Mobitech,54.241985,-4.417752
,SMR Mobitech,54.249828,-4.42941
,SMR Mobitech,54.249855,-4.429745
,SMR Mobitech,54.252045,-4.440122
,SMR Mobitech,54.251877,-4.438788
,SMR Mobitech,54.252277,-4.444402
,SMR Mobitech,54.253025,-4.448473
,SMR Mobitech,54.251934,-4.455435
,SMR Mobitech,54.251457,-4.45939
,SMR Mobitech,54.251274,-4.462153
,SMR Mobitech,54.251598,-4.464355
,SMR Mobitech,54.260502,-4.470168
,SMR Mobitech,54.261868,-4.469213
,SMR Mobitech,54.265839,-4.460595
,SMR Mobitech,54.265877,-4.460835
,SMR Mobitech,54.264072,-4.458285
,SMR Mobitech,54.243359,-4.419923
,SMR Mobitech,54.262489,-4.461401
,SMR Mobitech,54.262962,-4.459692
,SMR Mobitech,54.253265,-4.465812
,SMR Mobitech,54.251457,-4.45939
,SMR Mobitech,54.251598,-4.464355
01611,,54.157307,-4.520412