Stop No,NaPTAN,Latitude,Longitude,,
04110,891085004110,54.37317155,-4.43855922,,
04201,891085004201,54.35806566,-4.51671498,,
04202,891085004202,54.35778996,-4.51529654,,
04204,891085004204,54.35981513,-4.52139143,,
04205,891085004205,54.36093732,-4.524474,,
04206,891085004206,54.36100941,-4.52434512,,
04207,891085004207,54.36278727,-4.52310199,,
04208,891085004208,54.36274265,-4.52309479,,
04209,891085004209,54.36356387,-4.51678893,,
04210,891085004210,54.36349304,-4.51676674,,
04211,891085004211,54.36388239,-4.50092643,,
04212,891085004212,54.36380098,-4.50085545,,
04213,891085004213,54.35709394,-4.52928396,,
04214,891085004214,54.38184583,-4.49678856,,
04215,891085004215,54.37493538,-4.50856247,,
04301,891085004301,54.34615344,-4.50258219,,
04302,891085004302,54.34665617,-4.50359447,,
04401,891085004401,54.34892522,-4.41493249,,
04402,891085004402,54.34902467,-4.41472442,,
04501,891085004501,54.35445207,-4.38411473,,
04502,891085004502,54.35427234,-4.38390241,,
04601,891085004601,54.330102,-4.420353,,
04602,891085004602,54.330661,-4.416801,,
04701,891085004701,54.33236833,-4.55278143,,
04702,891085004702,54.35402482,-4.53478049,,
04703,891085004703,54.31706685,-4.5496468,,
04801,891085004801,54.26910481,-4.60949085,,
04802,891085004802,54.26905473,-4.60935867,,
04803,891085004803,54.27335175,-4.60186734,,
04804,891085004804,54.27319777,-4.60192633,,
07101,891085007101,54.21138775,-4.69484542,,
07102,891085007102,54.21176837,-4.69619238,,
07201,891085007201,54.19328852,-4.70112775,,
07202,891085007202,54.1933121,-4.70128689,,
07203,891085007203,54.18471755,-4.70399731,,
07204,891085007204,54.1848235,-4.70426788,,
07205,891085007205,54.18155631,-4.70860519,,
07206,891085007206,54.18189918,-4.70755163,,
07301,891085007301,54.16869549,-4.7293163,,
07302,891085007302,54.16885894,-4.72946267,,
07401,891085007401,54.16436539,-4.73903289,,
10201,891085010201,54.14969569,-4.50331206,,
10202,891085010202,54.14946301,-4.50608252,,
10203,891085010203,54.14861019,-4.50809949,,
10204,891085010204,54.1477248,-4.50978438,,
10207,891085010207,54.14852398,-4.50925571,,
10208,891085010208,54.15010962,-4.50908442,,
10301,891085010301,54.14979511,-4.51551767,,
10302,891085010302,54.1497574,-4.51588538,,
10303,891085010303,54.1479984,-4.51823734,,
10304,891085010304,54.14786958,-4.518658,,
10305,891085010305,54.14575979,-4.5219467,,
10306,891085010306,54.14553018,-4.52318642,,
10311,891085010311,54.15086261,-4.51589961,,
10312,891085010312,54.15102596,-4.51850056,,
10313,891085010313,54.15067039,-4.52066167,,
10314,891085010314,54.14937032,-4.52182158,,
10315,891085010315,54.14799051,-4.5211009,,
10316,891085010316,54.14825016,-4.51865661,,
10317,891085010317,54.14935512,-4.51694648,,
10401,891085010401,54.11423002,-4.59559963,,
10402,891085010402,54.11479159,-4.59501868,,
10403,891085010403,54.10709706,-4.60677762,,
10404,891085010404,54.10716778,-4.60682933,,
10406,891085010406,54.11338137,-4.59853719,,
10407,891085010407,54.10433307,-4.61563954,,
10408,891085010408,54.10506499,-4.61359484,,
10701,891085010701,54.09651895,-4.69649613,,
10702,891085010702,54.09637399,-4.69811695,,
10703,891085010703,54.09612048,-4.70526516,,
10704,891085010704,54.09624572,-4.70517343,,
10705,891085010705,54.09566636,-4.7102195,,
10706,891085010706,54.09557067,-4.71065133,,
10707,891085010707,54.09354836,-4.71676795,,
10708,891085010708,54.09363547,-4.71685196,,
10709,891085010709,54.09232606,-4.72124118,,
10710,891085010710,54.09250043,-4.72101707,,
10711,891085010711,54.09167107,-4.72562764,,
10712,891085010712,54.09185413,-4.72527442,,
11301,891085011301,54.13497527,-4.60900549,,
11501,891085011501,54.17765271,-4.64246973,,
11502,891085011502,54.17737837,-4.64230404,,
11503,891085011503,54.18129393,-4.64152033,,
11504,891085011504,54.18120678,-4.64139507,,
11801,891085011801,54.08494988,-4.72053805,,
11802,891085011802,54.08506248,-4.72056836,,
11803,891085011803,54.08410891,-4.72698124,,
11804,891085011804,54.08418651,-4.72707609,,
11901,891085011901,54.09034483,-4.73348115,,
11902,891085011902,54.09044785,-4.73395637,,
11903,891085011903,54.09201135,-4.74150286,,
11904,891085011904,54.09214425,-4.74163598,,
11905,891085011905,54.09177357,-4.74297149,,
11906,891085011906,54.09152637,-4.74340696,,
11907,891085011907,54.09037936,-4.74460369,,
11908,891085011908,54.09041862,-4.74471135,,
12101,891085012101,54.15156508,-4.5216578,,
12102,891085012102,54.15431594,-4.52589087,,
12103,891085012103,54.15517706,-4.52698488,,
12104,891085012104,54.1567901,-4.52644754,,
12105,891085012105,54.15679155,-4.52625417,,
12106,891085012106,54.1543567,-4.52579074,,
12107,891085012107,54.15305027,-4.52297785,,
12108,891085012108,54.15164428,-4.52146888,,
12501,891085012501,54.21789189,-4.63300061,,
12502,891085012502,54.21896684,-4.63112076,,
12503,891085012503,54.22697713,-4.61841715,,
12504,891085012504,54.225885,-4.61703999,,
12505,891085012505,54.24050155,-4.60769706,,
12506,891085012506,54.24067895,-4.60727204,,
12601,891085012601,54.26053444,-4.58159098,,
12602,891085012602,54.26040897,-4.58153093,,
12603,891085012603,54.27599234,-4.58042688,,
12604,891085012604,54.2746066,-4.57922811,,
12701,891085012701,54.29877891,-4.57120893,,
12702,891085012702,54.29871651,-4.57108746,,
12703,891085012703,54.30260481,-4.56546265,,
12704,891085012704,54.30246073,-4.56553716,,
12705,891085012705,54.29346242,-4.57702119,,
12706,891085012706,54.29342898,-4.57681931,,
12901,891085012901,54.1350058,-4.51974109,,
13001,891085013001,54.14318421,-4.50411539,,
13002,891085013002,54.14289706,-4.50526515,,
13107,891085013107,54.1689823,-4.49675831,,
13108,891085013108,54.16896178,-4.49731862,,
13203,891085013203,54.17734912,-4.42656733,,
13205,891085013205,54.17795399,-4.430613,,
13206,891085013206,54.17812406,-4.43052474,,
13301,891085013301,54.16837046,-4.44854017,,
13302,891085013302,54.16641387,-4.45092382,,
13303,891085013303,54.17079048,-4.4448972,,
13304,891085013304,54.16947544,-4.44651266,,
13305,891085013305,54.17105205,-4.44223198,,
13306,891085013306,54.17091424,-4.44239164,,
13307,891085013307,54.17009,-4.4341,,
13309,891085013309,54.17023,-4.43734,,
13310,891085013310,54.169993,-4.434217,,
13401,891085013401,54.17896288,-4.47832703,,
13402,891085013402,54.1787943,-4.47832338,,
13403,891085013403,54.17907981,-4.47586314,,
13404,891085013404,54.17753117,-4.47441268,,
13405,891085013405,54.17753884,-4.47279609,,
13406,891085013406,54.18112061,-4.47798377,,
13407,891085013407,54.17905183,-4.47596921,,
13410,891085013410,54.17570904,-4.47271216,,
13411,891085013411,54.17528069,-4.47531922,,
13412,891085013412,54.17696429,-4.47628748,,
13413,891085013413,54.17837701,-4.4765831,,
13501,891085013501,54.22796378,-4.39412551,,
13502,891085013502,54.2279111,-4.39390366,,
13503,891085013503,54.22762012,-4.39617816,,
13505,891085013505,54.22732615,-4.39536436,,
13506,891085013506,54.22830125,-4.39906645,,
13507,891085013507,54.22754825,-4.39620745,,
13508,891085013508,54.22924008,-4.39516454,,
13701,891085013701,54.17722499,-4.45071956,,
13702,891085013702,54.17849211,-4.45017662,,
13703,891085013703,54.1799446,-4.45065841,,
13704,891085013704,54.17911365,-4.45288965,,
13705,891085013705,54.17752568,-4.45343221,,
13706,891085013706,54.17722499,-4.45071956,,
13707,891085013707,54.17849211,-4.45017662,,
13708,891085013708,54.1799446,-4.45065841,,
13709,891085013709,54.17911365,-4.45288965,,
13710,891085013710,54.17752568,-4.45343221,,
13801,891085013801,54.1699112,-4.44902317,,
13802,891085013802,54.1695471,-4.44938193,,
13803,891085013803,54.17103429,-4.4487543,,
13804,891085013804,54.17075344,-4.44894915,,
13805,891085013805,54.17205494,-4.44892495,,
13806,891085013806,54.17165898,-4.44844539,,
13807,891085013807,54.17346676,-4.45011062,,
13809,891085013809,54.17460739,-4.44779923,,
13810,891085013810,54.17439868,-4.44856687,,
13811,891085013811,54.17481139,-4.44537817,,
13812,891085013812,54.17470114,-4.44446327,,
13813,891085013813,54.17557757,-4.44422352,,
13814,891085013814,54.17594333,-4.44443359,,
13815,891085013815,54.17649668,-4.44610136,,
13816,891085013816,54.17715386,-4.44578142,,
13817,891085013817,54.17740301,-4.44738117,,
13818,891085013818,54.17747293,-4.44724539,,
13901,891085013901,54.17538105,-4.45705757,,
13902,891085013902,54.17557018,-4.45710235,,
13903,891085013903,54.17649872,-4.46045523,,
13904,891085013904,54.17660319,-4.46039799,,
13905,891085013905,54.17824674,-4.46474233,,
13906,891085013906,54.1782418,-4.46385886,,
13907,891085013907,54.1792477,-4.46907797,,
13908,891085013908,54.1787531,-4.46703232,,
13909,891085013909,54.17928354,-4.4675793,,
13910,891085013910,54.18104013,-4.47020429,,
13911,891085013911,54.18238286,-4.47158036,,
13912,891085013912,54.18332109,-4.46929963,,
13913,891085013913,54.18144847,-4.46463843,,
13914,891085013914,54.17929366,-4.46327653,,
14801,891085014801,54.25161165,-4.46333436,,
14802,891085014802,54.25043834,-4.46320915,,
14803,891085014803,54.29540633,-4.40573722,,
14804,891085014804,54.29481696,-4.40564338,,
20101,891085020101,54.15502963,-4.50099044,,
20102,891085020102,54.15253355,-4.49955735,,
20103,891085020103,54.15067519,-4.49621402,,
20104,891085020104,54.14987435,-4.49118854,,
20106,891085020106,54.15069347,-4.48374168,,
20107,891085020107,54.15046332,-4.48108715,,
20108,891085020108,54.14933194,-4.47822838,,
20112,891085020112,54.16691487,-4.46067395,,
20113,891085020113,54.16597,-4.46512791,,
20114,891085020114,54.16423515,-4.46809361,,
20115,891085020115,54.16280257,-4.470441,,
20116,891085020116,54.16061721,-4.47378208,,
20117,891085020117,54.15848451,-4.47580772,,
20118,891085020118,54.15657616,-4.47727922,,
20119,891085020119,54.15446519,-4.47797587,,
20120,891085020120,54.15115135,-4.47774244,,
20121,891085020121,54.15873405,-4.47978,,
20122,891085020122,54.1616508,-4.48226917,,
20123,891085020123,54.16454501,-4.48345193,,
20124,891085020124,54.16280635,-4.48327745,,
20125,891085020125,54.16093185,-4.48482892,,
20126,891085020126,54.15748113,-4.48619674,,
20127,891085020127,54.15616828,-4.48534052,,
20128,891085020128,54.15499426,-4.48467953,,
20129,891085020129,54.15266813,-4.48388539,,
20134,891085020134,54.15687925,-4.49297881,,
20140,891085020140,54.15618308,-4.48925443,,
20141,891085020141,54.15514939,-4.48785952,,
20142,891085020142,54.15171168,-4.48913471,,
20143,891085020143,54.1509542,-4.48662826,,
20144,891085020144,54.15371431,-4.48695002,,
20145,891085020145,54.16037304,-4.48230495,,
20146,891085020146,54.16227754,-4.47965312,,
20147,891085020147,54.16331283,-4.47516531,,
20148,891085020148,54.16482585,-4.47312557,,
20149,891085020149,54.16641559,-4.47099006,,
20150,891085020150,54.17057948,-4.46881119,,
20151,891085020151,54.15953002,-4.47777574,,
20152,891085020152,54.15857029,-4.47889173,,
20153,891085020153,54.1666144,-4.48070926,,
20154,891085020154,54.16845675,-4.4766057,,
20155,891085020155,54.16928779,-4.47442285,,
20156,891085020156,54.1700272,-4.47245845,,
20157,891085020157,54.17067217,-4.47082759,,
20158,891085020158,54.14652256,-4.48338085,,
20159,891085020159,54.15702643,-4.49410674,,
20160,891085020160,54.14884425,-4.48725076,,
20161,891085020161,54.14923198,-4.48229866,,
20162,891085020162,54.14952567,-4.48630737,,
20164,891085020164,54.14926076,-4.4754441,,
20166,891085020166,54.1569473,-4.49422069,,
20167,891085020167,54.15336972,-4.4886429,,
20168,891085020168,54.15060937,-4.49974598,,
00146,891085000146,54.161055,-4.486543,,
00147,891085000147,54.163912,-4.484054,,
00212,891085000212,54.152189,-4.508938,,
00624,891085000624,54.078528,-4.656419,,
00625,891085000625,54.078561,-4.657077,,
00627,891085000627,54.079252,-4.660688,,
00714,891085000714,54.099067,-4.684482,,
00715,891085000715,54.110941,-4.681999,,
00800,891085000800,54.084655,-4.756092,,
00814,891085000814,54.092801,-4.763470,,
00815,891085000815,54.083937,-4.742091,,
00816,891085000816,54.083929,-4.742809,,
00817,891085000817,54.084673,-4.755465,,
01806,891085001806,54.173390,-4.503642,,
02443,891085002443,54.220813,-4.677843,,
02445,891085002445,54.226727,-4.676706,,
02446,891085002446,54.222909,-4.676501,,
02448,891085002448,,,,
03432,891085003432,54.237430,-4.408456,,
03433,891085003433,54.235158,-4.407133,,
03434,891085003434,54.234083,-4.406447,,
03715,891085003715,54.289732,-4.370158,,
03716,891085003716,54.289759,-4.370028,,
03717,891085003717,54.285470,-4.371111,,
03718,891085003718,54.285599,-4.370925,,
03848,891085003848,54.321225,-4.386742,,
03849,891085003849,54.319852,-4.387701,,
03850,891085003850,54.316866,-4.388414,,
03851,891085003851,54.315286,-4.389222,,
03852,891085003852,54.315993,-4.391757,,
03853,891085003853,54.317079,-4.390210,,
03854,891085003854,54.317995,-4.388173,,
03855,891085003855,54.318980,-4.388043,,
03856,891085003856,54.320782,-4.387248,,
03857,891085003857,54.322778,-4.393889,,
03858,891085003858,54.322778,-4.396667,,
03859,891085003859,54.322072,-4.398076,,
03864,891085003864,54.333889,-4.389591,,
03865,891085003865,54.333019,-4.389903,,
03866,891085003866,54.333067,-4.392088,,
03867,891085003867,54.333793,-4.390610,,
03868,891085003868,54.334978,-4.390804,,
03873,891085003873,54.328777,-4.401379,,
03874,891085003874,54.328145,-4.400136,,
03875,891085003875,54.328431,-4.397771,,
03877,891085003877,54.323154,-4.386096,,
03878,891085003878,54.323292,-4.386409,,
03879,891085003879,54.322749,-4.383568,,
03881,891085003881,54.322250,-4.381926,,
03882,891085003882,54.322870,-4.384794,,
03904,891085003904,54.301477,-4.354912,,
03907,891085003907,54.292629,-4.341839,,
03908,891085003908,54.287654,-4.338374,,
03909,891085003909,54.298834,-4.318464,,
03910,891085003910,54.308295,-4.349196,,
04001,891085004001,54.377082,-4.392836,,
04002,891085004002,54.377190,-4.392822,,
04003,891085004003,54.380797,-4.391533,,
04004,891085004004,54.380835,-4.391824,,
04005,891085004005,54.382907,-4.390012,,
04006,891085004006,54.382761,-4.389900,,
04008,891085004008,54.380573,-4.389777,,
04101,891085004101,54.363023,-4.453991,,
04102,891085004102,54.362930,-4.454088,,
04103,891085004103,54.36781216,-4.44380808,,
04104,891085004104,54.36822,-4.44301,,
04105,891085004105,54.37076022,-4.44050621,,
04106,891085004106,54.37072885,-4.4403547,,
04107,891085004107,54.38712192,-4.44625398,,
04108,891085004108,54.38640943,-4.45014782,,
04111,891085004111,54.364962,-4.437670,,
04112,891085004112,54.365080,-4.437772,,
04203,891085004203,54.358972,-4.522272,,
04403,891085004403,54.344730,-4.420290,,
04404,891085004404,54.354000,-4.411540,,
07103,891085007103,54.204061,-4.689009,,
07104,891085007104,54.204133,-4.689023,,
07105,891085007105,54.208339,-4.694158,,
07106,891085007106,54.208302,-4.694279,,
07107,891085007107,54.202153,-4.695283,,
07108,891085007108,54.203560,-4.694770,,
10209,891085010209,54.149474,-4.506061,,
10210,891085010210,54.149740,-4.503459,,
10713,891085010713,54.104472,-4.703160,,
11101,891085011101,54.185066,-4.498022,,
11103,891085011103,54.183083,-4.506657,,
11105,891085011105,54.188044,-4.511057,,
11107,891085011107,54.209835,-4.516867,,
11109,891085011109,54.217512,-4.518634,,
11111,891085011111,54.198829,-4.526033,,
11401,891085011401,54.158167,-4.638142,,
11402,891085011402,54.157463,-4.638448,,
11403,891085011403,54.147145,-4.638473,,
11404,891085011404,54.147037,-4.638470,,
11405,891085011405,54.131162,-4.638777,,
11406,891085011406,54.127788,-4.639603,,
11407,891085011407,54.122882,-4.640769,,
11408,891085011408,54.122605,-4.640860,,
12902,891085012902,54.13491263,-4.51967848,,
12903,891085012903,54.13227121,-4.53067885,,
12904,891085012904,54.13015796,-4.53881556,,
12905,891085012905,54.12466132,-4.5339857,,
12906,891085012906,54.12833429,-4.52322247,,
13101,891085013101,54.168677,-4.488489,,
13102,891085013102,54.168811,-4.488394,,
13103,891085013103,54.167112,-4.490576,,
13104,891085013104,54.167115,-4.490764,,
13105,891085013105,54.167439,-4.493110,,
13106,891085013106,54.167483,-4.493133,,
13110,891085013110,54.168688,-4.495205,,
13111,891085013111,54.166822,-4.488143,,
13112,891085013112,54.166749,-4.487995,,
13201,891085013201,54.169983,-4.434166,,
13202,891085013202,54.169993,-4.434217,,
13204,891085013204,54.1774233,-4.42635728,,
13308,891085013308,54.170752,-4.439598,,
14601,891085014601,54.33949308,-4.4608887,,
14602,891085014602,54.34045767,-4.46780997,,
14603,891085014603,54.34057346,-4.47078673,,
14604,891085014604,54.33988777,-4.46327372,,
14605,891085014605,54.34009184,-4.46574184,,
14606,891085014606,54.3407826,-4.47106348,,
17401,891085017401,54.14866563,-4.6873164,,
17402,891085017402,54.13785082,-4.70915722,,
20109,891085020109,54.14853427,-4.47406319,,
20130,891085020130,54.164584,-4.405041,,
20131,891085020131,54.163270,-4.487448,,
20132,891085020132,54.161842,-4.489599,,
20133,891085020133,54.158681,-4.492496,,
20135,891085020135,54.155817,-4.496131,,
20136,891085020136,54.155023,-4.499557,,
20137,891085020137,54.155128,-4.496200,,
20138,891085020138,54.155250,-4.493984,,
20139,891085020139,54.155818,-4.492349,,
20163,891085020163,54.14842032,-4.4809623,,
20165,891085020165,54.161750,-4.487540,,
40001,891085040001,54.147975,-4.486242,,
40002,891085040002,54.126432,-4.538455,,
40003,891085040003,54.118268,-4.584145,,
40004,891085040004,54.096112,-4.628800,,
40005,891085040005,54.088088,-4.642529,,
40006,891085040006,54.078846,-4.648706,,
40007,891085040007,54.091535,-4.674254,,
40008,891085040008,54.094544,-4.704111,,
40009,891085040009,54.091636,-4.721108,,
40010,891085040010,54.080728,-4.743191,,
40011,891085040011,54.084975,-4.757081,,
40021,891085040021,54.084975,-4.757081,,
40022,891085040022,54.080728,-4.743191,,
40023,891085040023,54.091636,-4.721108,,
40024,891085040024,54.094544,-4.704111,,
40025,891085040025,54.091535,-4.674254,,
40026,891085040026,54.078846,-4.648706,,
40027,891085040027,54.088088,-4.642529,,
40028,891085040028,54.096112,-4.628800,,
40029,891085040029,54.118268,-4.584145,,
40030,891085040030,54.126432,-4.538455,,
40031,891085040031,54.147975,-4.486242,,
40101,891085040101,54.153252,-4.493915,,
40102,891085040102,54.176949,-4.467018,,
40103,891085040103,54.216926,-4.684950,,
40104,891085040104,54.075178,-4.661307,,
40105,891085040105,54.320693,-4.392185,,
40106,891085040106,54.151992,-4.503858,,
40121,891085040121,54.163075,-4.484710,,
40124,891085040124,54.201800,-4.640953,,
40125,891085040125,54.221348,-4.683918,,
40126,891085040126,54.180568,-4.461951,,
40127,891085040127,54.154563,-4.529145,,
40128,891085040128,54.312424,-4.544874,,
40129,891085040129,54.169492,-4.635196,,
40130,891085040130,54.358549,-4.517913,,
40131,891085040131,54.143242,-4.513820,,
40132,891085040132,54.176597,-4.555616,,
40133,891085040133,54.085124,-4.743141,,
40134,891085040134,54.078286,-4.740692,,
40135,891085040135,54.155658,-4.518692,,
40136,891085040136,54.155658,-4.518692,,
40137,891085040137,54.319486,-4.490442,,
40138,891085040138,54.16174816,-4.48748408,,
50001,891085050001,54.167100,-4.460600,,
50002,891085050002,54.167100,-4.452900,,
50003,891085050003,54.168200,-4.448500,,
50004,891085050004,54.170700,-4.445000,,
50005,891085050005,54.170900,-4.442400,,
50006,891085050006,54.170100,-4.437400,,
50007,891085050007,54.170000,-4.434100,,
50008,891085050008,54.171700,-4.425500,,
50009,891085050009,54.177300,-4.426400,,
50010,891085050010,54.178200,-4.430600,,
50011,891085050011,54.184500,-4.427900,,
50012,891085050012,54.193900,-4.424300,,
50013,891085050013,54.196700,-4.419800,,
50014,891085050014,54.197500,-4.417400,,
50015,891085050015,54.202400,-4.412300,,
50016,891085050016,54.207000,-4.410200,,
50017,891085050017,54.207400,-4.406800,,
50018,891085050018,54.213400,-4.405800,,
50019,891085050019,54.221100,-4.399000,,
50020,891085050020,54.222500,-4.396800,,
50021,891085050021,54.224700,-4.394500,,
50022,891085050022,54.230300,-4.403700,,
50023,891085050023,54.232100,-4.405500,,
50024,891085050024,54.233700,-4.406000,,
50025,891085050025,54.229600,-4.395100,,
50026,891085050026,54.228100,-4.388700,,
50027,891085050027,54.231400,-4.378200,,
50028,891085050028,54.241600,-4.373300,,
50029,891085050029,54.249800,-4.376900,,
50030,891085050030,54.251600,-4.375300,,
50031,891085050031,54.254200,-4.372200,,
50032,891085050032,54.255800,-4.371600,,
50033,891085050033,54.258000,-4.371600,,
50034,891085050034,54.259500,-4.371900,,
50035,891085050035,54.262500,-4.375800,,
50036,891085050036,54.264400,-4.378400,,
50037,891085050037,54.267000,-4.377400,,
50038,891085050038,54.268700,-4.376500,,
50039,891085050039,54.270200,-4.375900,,
50040,891085050040,54.271600,-4.375200,,
50041,891085050041,54.274100,-4.375100,,
50042,891085050042,54.277600,-4.373400,,
50043,891085050043,54.279300,-4.369500,,
50044,891085050044,54.280400,-4.364900,,
50045,891085050045,54.283200,-4.357200,,
50046,891085050046,54.280900,-4.352800,,
50047,891085050047,54.278300,-4.345800,,
50048,891085050048,54.279900,-4.339400,,
50049,891085050049,54.282500,-4.335000,,
50050,891085050050,54.285100,-4.335400,,
50051,891085050051,54.288800,-4.336200,,
50052,891085050052,54.293300,-4.340900,,
50053,891085050053,54.297500,-4.346300,,
50054,891085050054,54.302100,-4.352200,,
50055,891085050055,54.309600,-4.361100,,
50056,891085050056,54.313500,-4.373300,,
50057,891085050057,54.315400,-4.376200,,
50058,891085050058,54.316600,-4.376200,,
50059,891085050059,54.317800,-4.377500,,
50060,891085050060,54.320000,-4.381000,,
50101,891085050101,54.320000,-4.381000,,
50102,891085050102,54.317800,-4.377500,,
50103,891085050103,54.316600,-4.376200,,
50104,891085050104,54.315400,-4.376200,,
50105,891085050105,54.313500,-4.373300,,
50106,891085050106,54.309600,-4.361100,,
50107,891085050107,54.302100,-4.352200,,
50108,891085050108,54.297500,-4.346300,,
50109,891085050109,54.293300,-4.340900,,
50110,891085050110,54.288800,-4.336200,,
50111,891085050111,54.285100,-4.335400,,
50112,891085050112,54.282500,-4.335000,,
50113,891085050113,54.279900,-4.339400,,
50114,891085050114,54.278300,-4.345800,,
50115,891085050115,54.280900,-4.352800,,
50116,891085050116,54.283200,-4.357200,,
50117,891085050117,54.280400,-4.364900,,
50118,891085050118,54.279300,-4.369500,,
50119,891085050119,54.277600,-4.373400,,
50120,891085050120,54.274100,-4.375100,,
50121,891085050121,54.271600,-4.375200,,
50122,891085050122,54.270200,-4.375900,,
50123,891085050123,54.268700,-4.376500,,
50124,891085050124,54.267000,-4.377400,,
50125,891085050125,54.264400,-4.378400,,
50126,891085050126,54.262500,-4.375800,,
50127,891085050127,54.259500,-4.371900,,
50128,891085050128,54.258000,-4.371600,,
50129,891085050129,54.255800,-4.371600,,
50130,891085050130,54.254200,-4.372200,,
50131,891085050131,54.251600,-4.375300,,
50132,891085050132,54.249800,-4.376900,,
50133,891085050133,54.241600,-4.373300,,
50134,891085050134,54.231400,-4.378200,,
50135,891085050135,54.228100,-4.388700,,
50136,891085050136,54.229600,-4.395100,,
50137,891085050137,54.233700,-4.406000,,
50138,891085050138,54.231800,-4.405500,,
50139,891085050139,54.230300,-4.403700,,
50140,891085050140,54.224700,-4.394500,,
50141,891085050141,54.222500,-4.396800,,
50142,891085050142,54.221100,-4.399000,,
50143,891085050143,54.213400,-4.405800,,
50144,891085050144,54.207400,-4.406800,,
50145,891085050145,54.207000,-4.410200,,
50146,891085050146,54.202400,-4.412300,,
50147,891085050147,54.197500,-4.417400,,
50148,891085050148,54.196700,-4.419800,,
50149,891085050149,54.193900,-4.424300,,
50150,891085050150,54.184500,-4.427900,,
50151,891085050151,54.178200,-4.430600,,
50152,891085050152,54.177300,-4.426400,,
50153,891085050153,54.171700,-4.425500,,
50154,891085050154,54.170000,-4.434100,,
50155,891085050155,54.170100,-4.437400,,
50156,891085050156,54.170900,-4.442400,,
50157,891085050157,54.170700,-4.445000,,
50158,891085050158,54.168200,-4.448500,,
50159,891085050159,54.167100,-4.452900,,
50160,891085050160,54.167100,-4.460600,,
50171,891085050171,54.251324,-4.463410,,
50172,891085050172,54.262091,-4.462981,,
60001,891085060001,54.167200,-4.460629,,
60002,891085060002,54.166028,-4.465134,,
60003,891085060003,54.164231,-4.468174,,
60004,891085060004,54.162871,-4.470438,,
60005,891085060005,54.160672,-4.473857,,
60006,891085060006,54.158497,-4.475888,,
60007,891085060007,,,,
60008,891085060008,,,,
60009,891085060009,,,,
60010,891085060010,,,,
60021,891085060021,,,,
60022,891085060022,,,,
60023,891085060023,,,,
60024,891085060024,,,,
60025,891085060025,,,,
60026,891085060026,,,,
60027,891085060027,54.160222,-4.474396,,
60028,891085060028,54.162679,-4.470897,,
60029,891085060029,54.164252,-4.468197,,
60030,891085060030,54.166345,-4.464062,,
60031,891085060031,54.167200,-4.460629,,
,SMR Mobitech,54.233540,-4.406397,,
,SMR Mobitech,54.232708,-4.405720,,
,SMR Mobitech,54.236958,-4.410540,,
,SMR Mobitech,54.241985,-4.417752,,
,SMR Mobitech,54.249828,-4.429410,,
,SMR Mobitech,54.249855,-4.429745,,
,SMR Mobitech,54.252045,-4.440122,,
,SMR Mobitech,54.251877,-4.438788,,
,SMR Mobitech,54.252277,-4.444402,,
,SMR Mobitech,54.253025,-4.448473,,
,SMR Mobitech,54.251934,-4.455435,,
,SMR Mobitech,54.251457,-4.459390,,
,SMR Mobitech,54.251274,-4.462153,,
,SMR Mobitech,54.251598,-4.464355,,
,SMR Mobitech,54.260502,-4.470168,,
,SMR Mobitech,54.261868,-4.469213,,
,SMR Mobitech,54.265839,-4.460595,,
,SMR Mobitech,54.265877,-4.460835,,
,SMR Mobitech,54.264072,-4.458285,,
,SMR Mobitech,54.243359,-4.419923,,
,SMR Mobitech,54.262489,-4.461401,,
,SMR Mobitech,54.262962,-4.459692,,
,SMR Mobitech,54.253265,-4.465812,,
,SMR Mobitech,54.251457,-4.459390,,
,SMR Mobitech,54.251598,-4.464355,,
01611,,54.157307,-4.520412,,
,,,,,
,,,,,